Unnamed: 0,HLM002,HLM004,HLM007,HLM009,HLM010,HLM013,HLM014,HLM016,HLM017,HLM018,HLM025,HLM035,HLM036,HLM042,HLM044,HLM044.1,HLM048,HLM049,HLM051,HLM052,HLM057,HLM059,HLM062,HLM062.1,HLM063,HLM065,HLM067,HLM068,HLM069,HLM072,HLM073,HLM074,HLM074.1,HLM075,HLM076,HLM078,HLM080,HLM081,HLM082,HLM083,HLM085,HLM086,HLM087,HLM090,HLM096,HLM097,HLM097.1,HLM100,HLM109,HLM110,HLM112,HLM114,HLM116,HLM118,HLM119,HLM120,HLM122,HLM123,HLM124,HLM127,HLM130,HLM132,HLM135,HLM136,HLM137,HLM138,HLM140,HLM141,HLM142,HLM143,HLM144,HLM145,HLM146,HLM147,HLM148,HLM152,HLM155,HLM157,HLM161,HLM162,HLM163,HLM165,HLM166,HLM171,HLM172,HLM173,HLM174,HLM175,HLM176,HLM178,HLM179,HLM180,HLM183,HLM184,HLM184.1,HLM186,HLM187,HLM188,HLM189,HLM190
ENSG00000228037,46,0,83,18,0,16,0,5,4,0,3,0,0,13,9,0,0,0,2,1,0,0,0,0,0,6,0,35,7,0,26,7,0,0,12,0,8,5,0,23,0,3,0,29,50,57,8,13,0,0,12,0,0,13,5,2,52,0,11,0,57,0,13,16,16,15,24,15,37,31,3,0,49,0,28,17,87,0,0,61,0,10,4,39,0,21,0,21,0,0,3,27,199,0,19,24,0,0,0,0
ENSG00000142611,46,0,184,0,0,8,1,6,1,0,0,16,37,22,10,3,7,28,1,0,44,2,10,5,22,4,9,12,2,4,5,0,18,11,6,14,10,46,0,11,3,0,15,19,45,0,0,12,24,2,0,0,0,4,9,32,50,1,5,20,65,25,9,6,0,78,37,0,3,0,8,10,0,3,0,27,32,40,11,0,5,40,0,4,0,52,7,20,4,4,0,26,118,46,44,27,0,12,0,49
ENSG00000284616,13,0,45,14,53,0,2,16,1,0,15,0,3,0,0,2,19,0,3,0,20,7,0,38,0,5,8,5,17,2,0,79,0,34,3,0,0,0,41,29,4,13,8,0,42,0,2,5,3,1,34,43,5,13,0,0,24,3,2,0,15,11,0,2,50,0,0,9,5,24,5,20,56,0,18,2,0,0,7,0,9,0,11,18,9,0,0,28,16,0,24,14,18,0,24,38,3,29,0,0
ENSG00000284616,12,0,25,10,0,20,4,7,7,61,6,0,0,6,0,0,10,10,1,0,0,4,0,0,73,10,3,23,0,0,0,0,84,23,1,0,14,0,0,0,3,0,1,0,9,11,8,11,10,0,10,0,24,0,3,38,6,0,29,6,5,4,17,2,7,0,50,57,0,0,0,8,20,0,76,10,9,22,0,62,7,0,5,15,4,21,16,0,35,9,9,0,78,95,20,13,0,0,6,0
ENSG00000157911,0,0,0,11,1,35,0,1,23,170,3,113,36,0,0,3,0,25,0,0,72,3,0,0,5,2,3,35,2,19,47,76,0,12,2,9,7,54,9,38,4,22,0,0,55,0,1,4,64,1,0,0,7,5,7,86,8,1,25,17,30,5,8,3,0,137,84,10,0,2,7,32,46,5,39,11,106,0,5,0,0,6,35,20,0,14,2,0,12,0,18,0,155,0,25,57,17,6,42,40
ENSG00000279928,52,5,59,0,43,55,2,8,8,0,0,95,1,0,4,0,4,19,0,3,0,9,13,3,21,9,7,1,0,5,0,29,0,23,0,5,0,0,23,0,0,14,0,7,0,58,0,16,85,0,0,51,44,0,5,59,5,0,20,0,0,8,42,0,11,11,14,10,13,0,5,5,40,0,54,22,69,101,5,0,11,0,21,19,16,21,5,20,16,30,0,17,0,104,60,49,0,16,45,3
ENSG00000279928,22,4,0,19,14,0,0,3,6,0,4,97,0,46,16,8,35,0,1,0,17,20,0,0,17,2,0,0,8,9,0,0,83,47,0,0,0,0,45,0,0,13,16,23,0,0,0,2,0,0,0,25,0,0,4,0,45,0,63,5,30,26,3,0,34,0,4,51,0,38,13,5,25,1,42,2,47,0,16,81,6,0,39,38,0,2,1,0,0,9,22,26,82,23,13,31,14,0,19,21
ENSG00000284616,23,0,33,0,0,28,0,0,0,0,0,100,82,0,1,2,20,0,4,0,44,16,0,55,21,0,4,0,15,9,31,0,6,0,3,1,12,0,0,34,0,9,0,36,25,0,23,6,117,1,12,35,11,8,0,38,48,1,0,5,0,12,0,0,12,64,0,37,10,0,1,0,32,4,54,22,25,0,0,0,3,20,0,1,0,11,0,18,20,18,28,43,142,21,9,25,0,0,0,70
ENSG00000157911,0,0,0,9,0,50,3,3,0,77,0,53,0,10,0,4,0,7,0,4,10,9,7,7,34,6,6,44,7,0,46,0,44,0,3,2,0,98,0,48,0,0,14,17,102,4,13,0,17,0,18,0,26,21,7,0,0,0,5,19,34,0,5,1,22,0,38,21,2,13,0,12,45,4,0,33,28,12,5,0,20,0,0,13,1,8,11,93,0,0,11,0,0,18,12,10,64,19,0,5
ENSG00000142611,50,34,0,0,48,0,3,4,1,23,2,0,0,9,0,1,26,88,2,2,50,10,5,0,16,0,7,0,12,11,23,0,0,23,11,0,9,38,5,0,0,16,11,0,0,36,22,0,31,1,6,0,11,17,0,7,3,1,6,4,0,10,18,0,19,85,2,15,22,10,1,0,29,12,66,19,34,34,5,0,16,28,28,0,0,7,1,0,15,15,16,24,126,83,0,46,27,0,38,23
ENSG00000228037,68,39,0,0,27,21,0,27,1,168,8,155,17,10,3,2,25,0,0,0,0,23,5,12,8,1,0,6,3,16,18,0,20,63,2,21,18,0,0,0,9,12,4,9,108,0,0,7,89,7,12,0,33,20,3,51,0,5,0,0,23,14,0,1,2,11,0,17,27,7,6,16,1,0,88,34,0,0,14,0,7,3,17,15,0,18,0,0,0,0,4,27,60,0,15,14,0,16,0,11
ENSG00000279928,49,34,22,3,32,27,1,23,14,0,0,106,0,15,0,0,15,22,3,0,35,7,0,33,8,0,9,0,0,0,10,96,51,0,8,14,0,74,46,17,6,2,0,13,107,13,12,8,59,0,5,54,19,2,1,148,29,0,0,10,0,5,0,0,19,27,0,3,0,74,1,0,5,32,34,17,95,0,3,54,21,0,0,10,0,0,0,13,0,0,9,0,0,62,4,0,0,18,35,26
ENSG00000284616,31,33,0,6,6,6,1,0,0,51,6,55,0,15,0,9,13,25,1,1,43,0,0,0,15,12,7,31,9,14,12,0,25,0,4,1,0,61,23,44,0,10,0,0,9,32,7,0,2,0,0,55,17,0,1,72,43,1,24,16,0,0,9,0,18,57,9,43,1,23,7,9,5,5,39,40,90,18,3,0,14,0,48,1,0,10,0,37,29,0,13,38,134,22,4,0,93,18,0,0
ENSG00000279928,63,0,67,0,71,0,0,29,0,9,0,107,52,0,1,2,6,56,0,0,0,7,0,19,0,1,0,48,15,0,6,65,10,0,3,9,0,0,20,35,3,12,14,16,59,26,0,11,0,3,0,2,0,7,0,0,35,0,27,2,48,13,0,4,4,0,14,63,12,0,2,11,94,0,0,0,9,9,0,0,8,2,17,0,14,26,13,0,0,9,22,28,93,53,20,6,52,21,0,14
ENSG00000157911,37,0,27,27,11,50,0,0,6,0,2,99,0,35,1,1,9,24,2,2,0,19,4,19,2,5,7,8,12,18,0,103,0,5,14,3,5,0,40,40,0,10,0,0,73,2,11,9,22,0,25,0,40,11,2,142,0,2,18,21,65,2,0,6,0,82,0,27,37,0,4,10,11,3,0,21,29,43,14,0,8,17,35,0,4,45,11,0,0,4,0,0,9,8,3,0,8,25,0,25
ENSG00000142611,46,51,0,16,68,0,3,0,0,100,7,76,17,0,6,3,5,34,2,0,47,2,0,30,26,16,0,0,0,0,15,20,16,0,0,4,2,22,8,0,10,22,0,27,74,0,20,8,0,1,8,51,17,0,5,46,67,0,48,1,0,24,20,18,5,0,59,0,0,44,5,0,0,7,0,13,51,29,12,145,0,1,6,31,0,0,10,27,3,9,22,13,29,47,22,0,93,1,2,0
ENSG00000157911,39,58,153,0,46,10,0,13,2,0,0,60,11,56,0,0,4,80,2,0,69,0,0,22,8,10,0,36,0,6,30,98,48,48,0,3,0,30,0,29,3,19,11,21,32,31,10,1,78,1,0,0,35,0,0,96,0,1,42,20,18,19,0,29,11,65,56,0,0,0,8,11,50,4,29,28,0,40,0,75,15,10,7,0,18,0,0,0,14,0,10,21,229,108,1,6,40,0,8,20
ENSG00000142611,8,20,76,0,68,28,1,0,0,204,5,0,0,0,0,0,13,42,1,3,56,7,0,0,0,0,8,26,0,1,24,0,34,58,0,0,17,25,37,9,11,0,0,40,0,14,0,0,0,0,14,22,35,0,5,0,0,0,0,3,36,0,5,0,0,64,43,2,0,28,7,25,0,13,19,4,106,12,13,0,6,30,0,6,0,10,25,52,19,5,14,0,46,116,40,11,54,10,20,52
ENSG00000284616,0,0,0,19,34,0,4,0,9,73,1,11,37,0,0,1,1,0,0,0,0,0,8,35,19,0,5,26,23,18,32,97,29,24,5,11,0,32,0,0,0,8,22,24,24,28,27,8,5,1,6,27,0,14,3,85,3,3,17,6,1,0,0,5,12,56,30,0,0,0,0,5,28,3,26,33,77,7,0,53,15,0,46,6,15,29,2,0,5,7,6,2,143,6,11,41,0,0,0,24
ENSG00000284616,0,60,85,0,17,24,3,25,4,0,8,2,91,6,5,0,0,0,0,1,0,35,11,15,0,12,0,15,11,3,7,23,25,0,0,11,4,0,16,0,12,0,8,31,92,9,0,13,55,3,5,0,0,9,0,0,14,0,54,0,32,9,0,29,0,0,9,69,10,25,0,11,0,0,17,20,62,28,14,14,6,37,0,0,0,0,1,14,0,6,33,18,101,0,15,0,0,34,1,0
ENSG00000279928,27,0,0,25,6,8,0,0,11,138,5,19,31,0,0,2,20,35,3,9,22,19,6,0,7,0,12,5,0,19,33,85,20,32,0,11,2,0,7,19,0,0,0,12,50,0,10,0,23,0,26,71,23,1,0,0,5,1,0,0,24,21,0,13,20,24,40,53,20,2,9,0,0,13,0,4,18,59,0,22,0,0,35,0,5,5,6,0,9,0,21,5,172,61,23,0,20,23,22,0
ENSG00000284616,75,43,182,0,30,11,0,11,0,0,0,0,60,2,7,0,14,10,0,0,0,14,0,0,22,5,13,0,2,20,52,60,0,56,0,12,0,45,0,2,6,10,11,2,53,18,0,6,13,0,3,12,0,3,3,64,0,3,13,0,0,4,4,14,51,35,0,0,12,55,3,6,26,0,0,1,5,69,2,4,6,0,55,1,13,0,19,3,14,1,2,25,0,16,22,16,11,4,10,29
ENSG00000157911,8,34,76,0,97,33,0,4,9,57,2,0,102,21,2,7,10,24,0,3,24,8,3,5,19,7,9,0,6,0,23,0,13,0,0,0,13,28,52,22,1,13,10,0,0,17,2,0,28,0,37,0,0,2,0,0,0,0,49,7,1,0,12,0,22,13,89,0,36,37,3,4,84,3,44,13,0,0,5,9,0,24,27,26,0,0,10,0,18,10,32,47,43,64,0,0,0,39,34,63
ENSG00000228037,68,0,10,16,39,24,0,4,7,128,7,0,51,64,5,0,4,0,0,0,34,3,7,0,15,7,14,0,0,0,0,12,28,20,7,2,0,17,4,47,4,17,0,29,49,32,18,4,85,5,11,80,30,0,2,111,40,1,15,0,0,0,0,16,4,20,52,54,0,0,2,3,18,5,0,0,25,73,8,71,18,55,0,5,10,0,0,25,12,0,9,25,8,19,10,56,19,20,27,17
ENSG00000284616,15,39,56,0,58,26,0,16,0,4,1,58,22,10,12,8,6,53,0,2,0,15,0,23,28,21,2,0,0,0,42,43,35,0,9,6,5,0,29,35,1,1,21,0,26,0,1,5,4,9,10,14,2,9,5,79,10,3,30,25,0,4,10,7,30,0,46,26,0,62,2,6,0,4,89,0,0,54,16,0,27,17,0,39,28,0,2,16,0,8,16,0,0,48,25,1,23,21,29,34
ENSG00000142611,23,0,36,13,0,43,1,10,3,114,10,126,0,50,12,11,4,53,2,3,0,20,0,26,17,0,5,17,7,0,73,27,0,39,0,0,0,38,42,0,0,10,9,21,17,12,1,0,17,1,1,0,0,9,3,0,50,1,48,8,19,0,0,9,45,77,0,21,37,0,0,0,28,0,53,0,74,32,10,78,0,14,0,12,0,24,11,75,18,7,0,1,4,26,0,20,14,0,0,0
ENSG00000284616,10,65,0,0,74,10,0,20,12,62,2,9,42,9,0,0,3,67,0,0,37,6,0,22,0,1,5,3,0,1,0,0,18,14,2,0,16,32,29,51,6,3,15,0,0,40,0,16,0,1,0,0,0,0,7,23,9,0,40,0,0,0,0,0,29,73,0,28,0,87,0,13,28,5,27,16,0,73,6,12,1,39,44,21,10,0,14,0,16,5,8,69,41,5,6,55,45,20,0,1
ENSG00000142611,27,0,86,20,22,40,0,8,22,12,5,0,0,64,15,0,19,25,4,1,0,7,1,23,0,0,4,9,0,9,0,0,55,48,14,4,0,38,0,34,17,0,33,0,0,0,0,0,39,3,7,0,26,0,1,40,50,7,16,2,0,0,0,19,18,0,0,0,25,49,6,0,50,0,0,29,48,0,4,76,0,7,0,0,0,40,0,51,40,0,0,0,69,99,46,39,81,0,60,51
ENSG00000284616,0,5,83,3,40,0,1,1,12,23,5,35,0,0,8,0,11,13,0,1,15,14,3,18,38,0,9,0,0,12,16,89,4,8,12,0,0,0,38,0,3,4,13,8,0,19,13,2,98,0,31,34,7,8,0,113,0,0,0,8,62,24,44,6,0,0,4,0,30,47,0,34,31,0,0,12,29,0,9,39,5,26,14,15,19,6,15,35,0,3,0,0,87,0,0,30,30,30,0,17
ENSG00000279928,0,6,37,10,45,0,1,0,12,0,9,13,8,0,9,0,17,0,3,0,7,0,0,45,0,6,0,5,8,0,46,13,0,17,0,10,4,41,0,0,17,10,21,5,0,17,12,8,60,0,14,23,0,9,0,135,0,0,22,10,2,0,17,10,49,0,0,3,47,10,0,8,0,2,7,28,0,0,12,15,13,24,39,12,0,0,12,2,0,17,13,0,89,11,0,49,0,24,14,0
ENSG00000157911,0,0,41,8,6,35,0,10,1,35,2,0,68,19,0,1,14,26,2,3,25,0,0,0,54,8,0,34,13,0,0,84,7,18,1,0,17,1,0,0,3,19,26,8,27,8,0,0,51,1,0,0,26,0,4,78,0,1,37,14,26,0,0,4,21,64,11,10,19,3,0,0,0,13,0,0,12,0,9,0,0,1,10,14,11,3,5,0,0,14,0,39,166,32,17,18,3,18,0,31
ENSG00000142611,65,16,125,10,33,14,0,5,6,7,6,0,8,3,0,0,6,0,0,2,1,0,0,14,0,0,0,0,4,13,0,5,30,0,0,5,0,4,28,0,13,0,0,7,44,0,0,1,153,0,49,23,0,0,1,19,10,0,73,0,14,4,16,0,18,40,6,14,28,45,6,0,20,7,0,6,21,6,1,103,20,0,26,29,0,0,9,0,3,0,10,32,0,61,36,0,80,38,32,7
ENSG00000279928,16,10,164,11,0,36,1,0,20,65,2,0,0,14,0,0,6,96,3,0,0,5,0,29,7,0,10,24,2,25,7,0,5,24,0,2,2,74,0,43,0,0,6,26,53,6,23,2,3,3,5,62,22,3,1,54,50,3,0,10,0,21,15,21,42,4,47,0,34,36,10,0,0,0,50,7,38,67,7,0,0,26,44,35,0,0,0,0,0,0,10,0,35,31,12,22,7,3,15,0
ENSG00000228037,48,38,110,15,23,0,1,25,1,0,3,107,6,15,3,0,6,0,1,6,0,6,0,15,0,8,11,6,0,2,12,134,37,0,6,9,0,1,19,17,1,12,0,5,24,26,0,2,0,1,22,0,9,11,1,12,23,0,15,6,11,0,36,14,13,17,25,0,0,0,6,4,0,7,33,1,0,39,11,5,6,0,0,0,10,0,0,24,21,2,7,0,0,49,13,16,74,32,0,0
ENSG00000142611,22,47,46,0,0,16,1,24,27,52,8,0,0,0,4,7,4,27,0,0,23,0,4,9,3,0,6,31,0,0,0,16,9,31,0,0,12,0,8,0,11,0,0,11,40,9,0,0,66,1,8,30,0,12,8,0,25,0,38,3,15,4,38,18,35,0,8,3,0,0,0,1,50,0,36,0,0,0,13,45,3,0,32,18,0,20,10,35,8,4,1,0,64,70,10,15,56,0,30,7
ENSG00000284616,65,44,31,0,0,8,0,9,3,74,4,0,41,32,5,7,0,0,2,1,0,13,0,0,0,10,1,22,9,0,22,0,0,0,0,0,0,63,28,30,0,13,0,20,0,19,0,17,2,0,0,23,0,0,1,77,17,0,57,7,64,12,18,10,0,0,22,20,23,31,1,0,5,5,21,14,76,30,0,28,3,0,32,18,0,10,0,0,16,0,27,54,0,90,8,0,0,6,0,0
ENSG00000279928,0,33,0,0,39,7,1,6,8,0,7,0,16,0,9,9,0,1,2,0,11,8,3,0,0,0,16,0,13,0,0,141,57,0,7,0,0,24,23,0,0,5,0,0,93,0,5,0,13,1,12,12,43,5,0,0,67,0,0,7,71,17,0,5,24,45,30,0,11,0,4,6,0,1,0,0,68,43,21,64,16,30,0,16,14,4,5,74,13,12,0,47,63,107,18,49,78,24,0,48
ENSG00000279928,39,0,57,0,7,30,0,26,14,108,0,50,0,50,6,1,11,13,2,3,0,22,0,0,2,4,0,15,0,0,0,123,25,9,8,0,4,31,28,1,8,1,0,0,76,11,8,0,17,0,0,29,6,13,0,0,23,3,32,11,91,0,0,11,32,66,0,103,0,5,0,6,19,9,49,15,0,0,2,93,4,9,46,0,8,0,14,5,23,0,0,65,35,21,39,52,42,0,9,62
ENSG00000284616,12,0,0,4,5,59,0,0,4,160,0,3,103,5,12,5,28,44,3,0,4,0,0,23,0,1,8,0,0,0,30,0,0,0,3,16,2,0,42,26,7,0,0,14,24,2,26,9,80,3,49,35,0,0,0,38,22,0,13,17,28,26,10,0,30,40,37,0,31,39,7,0,0,1,63,0,24,0,22,157,0,25,9,45,0,0,15,73,0,3,0,0,77,14,9,50,70,12,0,29
ENSG00000157911,50,22,106,5,19,14,0,12,12,0,17,0,45,32,0,0,7,7,2,1,3,0,0,0,17,13,11,0,7,9,67,0,0,52,0,10,11,24,6,4,0,21,0,12,111,39,20,5,0,0,23,28,9,15,0,49,25,0,0,0,56,6,28,11,31,0,0,0,0,5,0,7,18,6,50,5,17,0,9,0,0,18,15,36,3,0,0,0,21,1,15,28,12,42,0,0,69,0,32,55
ENSG00000228037,44,0,169,1,10,9,3,3,11,0,0,0,113,13,10,7,0,44,0,1,26,0,15,0,0,4,9,23,0,0,39,0,0,15,1,8,10,41,11,24,0,0,12,15,51,0,6,8,11,1,20,1,65,0,0,133,8,0,31,6,46,12,15,0,23,70,32,26,8,2,1,2,23,8,41,30,0,35,14,144,5,11,45,0,10,67,0,0,4,0,4,5,0,12,0,6,8,22,0,66
ENSG00000157911,0,48,0,0,30,6,2,0,23,0,9,74,0,28,8,0,0,35,2,0,37,13,5,24,0,2,0,0,0,6,24,0,0,0,5,0,3,0,55,0,0,7,18,33,0,0,0,3,8,1,9,60,3,14,0,0,20,1,31,18,0,11,0,0,0,69,17,8,0,3,6,0,5,0,60,0,4,32,0,15,9,27,0,2,10,13,1,0,12,4,14,7,0,0,20,7,29,26,8,0
ENSG00000142611,0,0,113,10,0,28,0,27,0,0,0,0,71,18,1,2,3,36,0,0,0,0,0,0,0,13,10,30,8,5,27,75,15,32,13,3,15,16,37,39,0,0,0,17,59,0,5,0,0,3,1,0,37,9,2,0,25,0,22,0,0,0,0,0,52,1,0,15,31,29,7,18,8,9,38,0,18,100,0,160,0,0,0,0,0,20,7,0,3,8,3,43,0,86,0,19,88,14,2,0
ENSG00000279928,32,17,0,10,60,9,2,21,0,0,0,117,22,43,3,3,7,17,4,0,46,11,2,17,0,2,0,0,0,15,49,0,17,38,0,0,0,0,48,7,0,0,32,25,84,0,8,1,4,6,28,71,0,0,1,5,0,0,4,7,0,10,2,34,10,123,75,0,9,10,0,16,68,5,0,0,5,19,1,51,8,44,9,15,0,0,1,0,16,12,8,0,154,65,21,24,15,12,27,17
ENSG00000228037,38,6,20,2,0,15,1,0,14,0,0,123,11,34,12,2,12,11,3,0,0,0,0,26,42,0,0,9,0,9,2,74,13,4,9,12,16,41,47,3,13,1,6,0,4,0,8,0,95,5,37,22,29,11,1,119,26,0,0,8,32,0,9,0,0,0,27,35,12,0,0,0,30,9,0,8,17,36,9,100,0,16,0,1,0,32,4,0,17,19,19,54,22,0,49,21,0,15,0,56
ENSG00000157911,55,0,76,17,4,0,0,0,0,4,7,1,0,8,6,3,0,15,0,2,37,15,0,0,7,0,8,8,9,0,0,0,0,5,0,0,0,0,31,22,6,13,11,14,0,15,0,4,15,0,0,4,4,23,2,46,0,1,2,0,57,7,0,0,0,117,17,71,12,0,1,0,6,7,36,0,0,0,23,0,8,19,8,0,0,20,9,105,15,0,0,62,0,33,42,12,120,0,0,0
ENSG00000279928,18,44,0,26,5,19,2,22,0,45,0,0,88,0,0,1,0,70,0,0,89,0,0,21,4,0,0,0,14,0,20,0,23,17,0,6,3,0,7,16,5,9,0,12,0,30,0,0,0,0,0,22,21,4,3,10,0,0,10,4,129,15,17,27,39,1,0,5,13,12,1,4,0,4,13,16,41,50,12,72,3,4,35,1,4,0,7,41,3,13,0,77,6,5,33,20,36,7,11,16
ENSG00000142611,35,18,0,12,0,15,0,0,0,0,0,24,42,0,0,1,24,64,0,5,29,6,2,27,20,6,10,52,1,0,26,21,38,5,0,5,1,0,34,29,0,3,25,19,27,0,6,12,38,0,0,0,47,0,0,40,19,0,34,0,158,22,0,4,15,0,21,60,41,0,13,0,27,5,20,0,29,69,0,16,3,6,31,10,8,25,15,36,0,5,3,57,45,17,33,6,0,18,5,0
ENSG00000228037,9,25,217,20,14,26,0,40,9,0,8,50,47,0,2,2,21,30,0,3,0,3,0,0,0,3,0,0,6,12,13,62,1,0,4,13,7,0,60,21,0,23,0,33,30,0,22,1,19,0,21,0,0,7,0,61,0,0,0,7,0,14,31,32,0,39,39,0,43,6,0,15,0,12,9,3,0,91,6,106,3,38,0,0,0,0,9,8,20,0,12,24,67,80,14,19,0,35,0,36
ENSG00000279928,5,36,0,4,33,28,0,0,4,130,7,1,47,2,13,6,16,0,1,2,0,0,1,18,10,0,3,39,7,8,32,0,7,0,0,1,0,18,6,21,2,16,14,2,0,0,15,0,109,0,17,0,48,9,1,0,31,4,44,8,50,0,4,1,2,10,0,45,10,3,7,0,37,0,1,13,0,0,8,89,6,4,39,12,3,45,9,0,6,10,4,0,0,69,32,3,18,16,0,2
ENSG00000228037,0,5,0,1,54,31,1,4,0,96,0,0,55,19,0,4,8,14,1,3,35,8,7,0,35,0,6,19,0,0,45,48,26,0,0,8,5,0,15,26,15,0,18,0,0,5,0,4,35,2,0,0,0,1,0,50,51,1,43,0,31,27,44,2,0,11,0,86,37,50,4,0,13,7,0,10,24,32,11,0,0,28,0,39,0,2,0,33,0,0,17,0,0,0,7,23,34,26,0,20
ENSG00000157911,39,21,0,1,54,47,0,26,16,55,11,0,18,67,2,0,3,0,0,4,45,1,3,24,0,9,2,23,0,0,1,32,12,34,7,0,6,0,0,11,18,15,0,32,12,24,8,16,0,0,0,2,15,9,3,5,11,0,18,0,0,35,8,0,28,107,0,18,8,0,0,0,0,17,43,0,84,38,20,80,0,0,53,0,15,0,0,0,0,3,13,18,59,0,4,11,18,10,16,12
ENSG00000157911,49,21,53,4,34,0,0,0,0,119,6,51,0,41,4,5,6,0,3,2,0,6,2,0,0,0,10,0,12,0,9,5,16,13,2,3,11,29,13,7,0,6,22,8,63,22,4,6,40,0,23,0,3,11,1,56,0,2,18,6,39,1,28,0,5,53,0,32,0,1,2,9,0,5,20,0,35,62,8,19,11,10,27,47,3,41,14,79,0,3,7,23,104,0,34,0,0,9,15,17
ENSG00000157911,0,44,0,25,0,4,0,22,0,88,0,0,3,81,4,0,5,16,3,3,16,12,3,0,18,0,12,5,0,13,0,0,13,0,0,0,8,5,15,8,0,2,0,45,0,3,0,7,10,2,33,1,19,0,7,0,26,3,0,2,0,9,0,9,17,145,63,83,2,39,0,0,0,0,19,1,43,48,6,0,17,10,12,52,16,28,3,22,6,14,12,17,0,0,29,34,0,11,0,52
ENSG00000142611,1,94,53,17,11,7,2,9,0,37,2,31,0,4,4,1,0,4,4,0,35,0,0,0,17,0,7,0,2,18,62,106,40,5,0,13,0,32,0,39,0,14,30,0,44,11,0,0,0,1,26,11,6,4,5,0,36,0,16,18,45,4,9,0,28,64,27,36,15,17,1,0,0,6,16,0,0,40,7,96,9,30,22,10,0,6,0,33,26,11,17,23,24,0,28,30,8,1,10,28
ENSG00000279928,0,0,73,0,21,0,3,12,12,123,7,99,113,38,6,0,9,0,3,0,0,0,0,18,15,14,20,0,14,15,8,29,13,59,0,0,7,36,4,41,0,0,0,23,64,17,19,10,0,0,1,10,15,6,1,0,0,0,40,7,0,8,9,0,8,0,6,45,26,0,0,21,21,9,20,18,57,30,0,0,8,24,26,0,8,19,11,0,8,18,25,9,78,2,21,86,0,10,14,5
ENSG00000142611,3,0,20,32,0,0,0,7,12,0,0,106,163,0,0,0,0,44,5,0,5,3,1,13,9,6,0,0,2,5,25,199,0,0,7,11,7,7,28,35,1,5,0,0,12,21,3,0,0,1,8,0,0,4,4,70,2,2,0,4,86,5,19,1,0,85,102,0,23,9,5,0,0,6,26,1,92,53,16,0,17,12,0,27,5,39,0,52,0,0,17,0,76,0,0,0,0,11,4,13
ENSG00000228037,15,40,130,0,57,4,0,0,4,81,0,0,0,0,17,5,0,61,3,0,10,13,6,0,0,18,17,3,9,8,39,84,39,0,9,9,5,0,1,0,11,17,4,5,26,0,10,0,36,0,20,17,0,7,3,75,5,2,26,5,0,20,7,17,0,0,8,59,9,0,12,0,0,0,25,6,8,33,0,21,6,0,0,0,2,0,1,98,12,6,15,0,44,0,31,25,63,9,37,0
ENSG00000284616,73,0,132,11,11,0,0,8,5,48,0,29,52,0,11,1,19,45,2,0,32,11,2,24,20,9,3,24,9,0,5,169,0,0,21,0,12,34,30,19,14,3,0,45,16,14,0,3,58,3,27,42,17,8,7,30,20,1,26,0,47,0,9,10,14,16,0,33,32,18,0,12,16,10,8,1,0,83,4,0,5,0,6,10,0,38,0,34,11,5,4,80,102,114,7,0,61,45,0,0
ENSG00000284616,24,83,82,0,0,24,1,7,11,26,0,52,32,85,0,1,1,0,1,3,0,14,10,0,22,11,0,0,13,8,63,37,0,87,9,2,0,0,42,0,2,8,33,34,111,51,28,0,16,1,0,0,11,3,6,0,1,1,0,15,0,0,22,0,2,13,37,31,14,9,2,34,45,0,12,18,30,12,0,33,0,1,5,23,0,32,0,0,4,0,8,16,220,3,29,0,0,33,22,0
ENSG00000228037,43,5,60,8,15,0,1,22,2,0,5,126,0,0,16,3,19,42,0,4,0,35,0,0,17,0,0,18,5,0,17,31,48,0,0,2,9,0,31,15,0,8,6,0,37,26,32,5,81,5,0,22,20,3,0,167,36,2,0,0,25,14,40,17,0,0,0,63,0,43,6,16,31,0,73,36,106,0,9,87,2,13,0,44,16,0,2,71,22,3,14,10,114,79,13,31,43,0,18,49
ENSG00000228037,64,69,0,10,23,0,4,0,11,0,0,0,124,19,0,6,9,33,3,0,0,14,0,0,0,0,8,0,0,6,0,1,45,60,4,0,4,0,9,11,8,1,28,0,8,0,11,10,86,1,19,0,9,0,0,0,52,3,30,3,0,16,15,0,74,143,0,28,0,0,9,15,0,4,24,6,34,29,4,22,6,0,31,20,0,33,0,47,0,0,0,6,184,0,10,0,29,9,0,14
ENSG00000284616,12,14,26,11,15,21,2,2,10,204,4,33,0,15,0,1,0,28,0,2,39,7,0,8,35,8,3,7,0,0,29,74,0,19,0,16,10,0,47,34,10,1,19,0,0,14,0,0,0,0,3,0,14,0,0,0,29,1,60,0,96,0,0,1,32,74,40,0,33,40,10,0,44,10,35,11,40,85,0,0,6,57,22,22,13,0,3,0,0,22,3,37,0,13,0,0,0,3,16,56
ENSG00000157911,44,40,18,17,3,0,2,22,0,0,6,42,22,0,0,1,2,32,0,1,0,4,10,0,55,8,8,21,8,9,11,65,0,67,0,17,0,57,25,3,0,14,13,0,2,0,5,6,73,0,31,0,0,0,1,125,0,1,56,8,44,25,13,0,51,0,4,2,48,31,14,15,0,0,54,43,0,0,1,0,16,11,51,0,0,56,1,10,0,18,7,3,75,0,22,18,1,49,3,50
